Order ID,Product ID,Product Name,Category,Sub-Category,Price
CA-2016-115574,FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",Furniture,Bookcases,70.686
US-2017-120418,FUR-CH-10001394,Global Leather Executive Chair,Furniture,Chairs,280.792
CA-2017-122035,FUR-CH-10003833,Novimex Fabric Task Chair,Furniture,Chairs,60.98
CA-2015-105102,FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Furniture,Bookcases,46.384
US-2015-147739,FUR-FU-10001468,Tenex Antistatic Computer Chair Mats,Furniture,Furnishings,136.784
US-2014-143231,FUR-FU-10002501,Nu-Dell Executive Frame,Furniture,Furnishings,12.64
CA-2016-159373,FUR-TA-10004619,Hon Non-Folding Utility Tables,Furniture,Tables,111.51700000000001
CA-2015-111514,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,221.833
US-2014-148838,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,Furniture,Tables,225.67800000000003
US-2014-148838,FUR-TA-10001950,Balt Solid Wood Round Tables,Furniture,Tables,267.894
US-2014-148838,FUR-TA-10004175,"Hon 30"" x 60"" Table with Locking Drawer",Furniture,Tables,204.636
US-2016-108637,FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furniture,Furnishings,63.94
CA-2014-102295,FUR-CH-10001714,"Global Leather & Oak Executive Chair, Burgundy",Furniture,Chairs,120.712
US-2016-129469,FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Furniture,Furnishings,88.78399999999999
CA-2016-159940,FUR-FU-10004973,Flat Face Poster Frame,Furniture,Furnishings,7.536
CA-2016-159940,FUR-CH-10000785,Global Ergonomic Managers Chair,Furniture,Chairs,126.686
CA-2016-118052,FUR-FU-10004848,DAX Solid Wood Frames,Furniture,Furnishings,7.816000000000001
US-2015-127040,FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",Furniture,Furnishings,28.48
US-2016-110170,FUR-BO-10000780,O'Sullivan Plantations 2-Door Library in Landvery Oak,Furniture,Bookcases,136.6664
CA-2017-155985,FUR-FU-10000758,DAX Natural Wood-Tone Poster Frame,Furniture,Furnishings,26.48
CA-2014-151295,FUR-TA-10002356,Bevis Boat-Shaped Conference Table,Furniture,Tables,209.688
CA-2016-156300,FUR-CH-10001714,"Global Leather & Oak Executive Chair, Burgundy",Furniture,Chairs,150.89000000000001
CA-2015-146087,FUR-BO-10002824,Bush Mission Pointe Library,Furniture,Bookcases,150.98
US-2017-147669,FUR-TA-10002645,Hon Rectangular Conference Tables,Furniture,Tables,136.53
CA-2016-169922,FUR-FU-10004415,"Stacking Tray, Side-Loading, Legal, Smoke",Furniture,Furnishings,1.792
CA-2017-129805,FUR-FU-10001935,3M Hangers With Command Adhesive,Furniture,Furnishings,3.7
CA-2014-148586,FUR-CH-10002439,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Furniture,Chairs,52.398
CA-2017-140053,FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Furniture,Furnishings,60.650000000000006
CA-2014-164210,FUR-TA-10000849,Bevis Rectangular Conference Tables,Furniture,Tables,72.99
CA-2017-139948,FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Furniture,Furnishings,3.952
CA-2016-146934,FUR-TA-10003748,Bevis 36 x 72 Conference Tables,Furniture,Tables,87.143
CA-2016-119165,FUR-CH-10000988,Hon Olson Stacker Stools,Furniture,Chairs,98.567
US-2016-135923,FUR-FU-10002107,Eldon Pizzaz Desk Accessories,Furniture,Furnishings,1.784
US-2016-135923,FUR-BO-10002213,"Sauder Forest Hills Library, Woodland Oak Finish",Furniture,Bookcases,112.784
CA-2016-114972,FUR-CH-10001190,Global Deluxe High-Back Office Chair in Storm,Furniture,Chairs,108.792
CA-2017-102750,FUR-TA-10000198,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Furniture,Tables,440.78400000000005
CA-2017-126067,FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Furniture,Tables,227.55
CA-2016-146206,FUR-TA-10004086,KI Adjustable-Height Table,Furniture,Tables,60.186
CA-2014-136644,FUR-CH-10000225,"Global Geo Office Task Chair, Gray",Furniture,Chairs,80.98
CA-2014-143917,FUR-FU-10004351,Staple-based wall hangings,Furniture,Furnishings,9.74
CA-2016-124506,FUR-CH-10004540,Global Chrome Stack Chair,Furniture,Chairs,23.996
CA-2017-123134,FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings,43.31
CA-2015-168746,FUR-CH-10000513,High-Back Leather Manager's Chair,Furniture,Chairs,90.993
CA-2015-113404,FUR-CH-10003312,Hon 2090 ÒPillow SoftÓ Series Mid Back Swivel/Tilt Chairs,Furniture,Chairs,224.784
CA-2015-113404,FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,Chairs,233.38400000000001
CA-2016-144792,FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,Furniture,Furnishings,15.984
US-2016-114174,FUR-BO-10003450,"Bush Westfield Collection Bookcases, Dark Cherry Finish",Furniture,Bookcases,57.98
CA-2017-108070,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,102.833
CA-2017-101042,FUR-FU-10004665,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Furnishings,136.98
US-2016-126844,FUR-FU-10004909,Contemporary Wood/Metal Frame,Furniture,Furnishings,6.464
CA-2015-147788,FUR-BO-10004357,O'Sullivan Living Dimensions 3-Shelf Bookcases,Furniture,Bookcases,200.98
CA-2017-123967,FUR-TA-10003954,Hon 94000 Series Round Tables,Furniture,Tables,296.18
CA-2017-145128,FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings,105.29
US-2014-155502,FUR-FU-10004587,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",Furniture,Furnishings,20.94
US-2014-155502,FUR-FU-10001847,Eldon Image Series Black Desk Accessories,Furniture,Furnishings,4.14
CA-2017-131695,FUR-FU-10002045,"Executive Impressions 14""",Furniture,Furnishings,22.23
US-2016-115455,FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",Furniture,Furnishings,7.068
US-2016-115455,FUR-TA-10003569,Bretford CR8500 Series Meeting Room Furniture,Furniture,Tables,200.49
CA-2016-165848,FUR-BO-10000362,Sauder Inglewood Library Bookcases,Furniture,Bookcases,136.784
CA-2016-165848,FUR-FU-10003878,"Linden 10"" Round Wall Clock, Black",Furniture,Furnishings,15.28
CA-2014-127446,FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,Furniture,Tables,243.74699999999999
CA-2014-127446,FUR-FU-10000221,"Master Caster Door Stop, Brown",Furniture,Furnishings,2.032
CA-2016-137204,FUR-CH-10002304,"Global Stack Chair without Arms, Black",Furniture,Chairs,20.784
CA-2014-147298,FUR-CH-10004886,Bevis Steel Folding Chairs,Furniture,Chairs,76.76
US-2017-110604,FUR-FU-10000076,24-Hour Round Wall Clock,Furniture,Furnishings,19.98
US-2017-110604,FUR-CH-10002017,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Furniture,Chairs,21.312
US-2017-110604,FUR-CH-10004287,SAFCO Arco Folding Chair,Furniture,Chairs,220.96
CA-2015-116750,FUR-FU-10003829,Stackable Trays,Furniture,Furnishings,2.464
CA-2017-108441,FUR-CH-10000595,Safco Contoured Stacking Chairs,Furniture,Chairs,214.56
CA-2016-149111,FUR-FU-10000206,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Furniture,Furnishings,2.328
CA-2014-131002,FUR-FU-10004270,"Executive Impressions 13"" Clairmont Wall Clock",Furniture,Furnishings,19.23
CA-2014-131002,FUR-FU-10004665,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Furnishings,136.98
US-2016-146794,FUR-BO-10004467,Bestar Classic Bookcase,Furniture,Bookcases,84.9915
CA-2017-112515,FUR-BO-10003404,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",Furniture,Bookcases,430.98
CA-2015-135538,FUR-CH-10004287,SAFCO Arco Folding Chair,Furniture,Chairs,220.96
CA-2016-164784,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,Furniture,Tables,123.54
US-2015-139759,FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",Furniture,Chairs,40.784
CA-2014-126403,FUR-CH-10003761,Global Italian Leather Office Chair,Furniture,Chairs,130.98
CA-2016-138079,FUR-FU-10001475,"Contract Clock, 14"", Brown",Furniture,Furnishings,21.98
CA-2014-143182,FUR-FU-10004270,"Executive Impressions 13"" Clairmont Wall Clock",Furniture,Furnishings,15.384
CA-2014-145317,FUR-FU-10004270,"Executive Impressions 13"" Clairmont Wall Clock",Furniture,Furnishings,15.384
CA-2014-145317,FUR-FU-10001986,"Dana Fluorescent Magnifying Lamp, White, 36""",Furniture,Furnishings,40.784
CA-2015-121797,FUR-FU-10001876,"Computer Room Manger, 14""",Furniture,Furnishings,32.480000000000004
CA-2017-132430,FUR-FU-10003577,Nu-Dell Leatherette Frames,Furniture,Furnishings,11.472
CA-2014-110030,FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,Furniture,Furnishings,7.992
CA-2017-149888,FUR-TA-10000849,Bevis Rectangular Conference Tables,Furniture,Tables,87.588
CA-2017-104801,FUR-FU-10004017,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Furniture,Furnishings,107.53
CA-2015-115798,FUR-BO-10004467,Bestar Classic Bookcase,Furniture,Bookcases,99.99000000000001
CA-2014-149244,FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",Furniture,Furnishings,17.67
CA-2015-140144,FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Furniture,Furnishings,42.94
CA-2014-155887,FUR-TA-10002228,"Bevis Traditional Conference Table Top, Plinth Base",Furniture,Tables,233.352
US-2014-141257,FUR-CH-10002758,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",Furniture,Chairs,195.184
CA-2014-158029,FUR-CH-10000988,Hon Olson Stacker Stools,Furniture,Chairs,112.648
CA-2016-146171,FUR-FU-10004270,"Executive Impressions 13"" Clairmont Wall Clock",Furniture,Furnishings,19.23
CA-2017-158967,FUR-FU-10001940,Staple-based wall hangings,Furniture,Furnishings,6.367999999999999
CA-2015-138534,FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,Bookcases,97.733
CA-2017-108322,FUR-FU-10001935,3M Hangers With Command Adhesive,Furniture,Furnishings,2.96
CA-2015-149972,FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,Furniture,Chairs,150.384
US-2014-117744,FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Furniture,Furnishings,11.672
US-2014-117744,FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,Furniture,Furnishings,7.992
CA-2014-154599,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,102.83300000000001
CA-2017-143329,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,Furniture,Furnishings,13.79
CA-2015-122623,FUR-CH-10000553,"Metal Folding Chairs, Beige, 4/Carton",Furniture,Chairs,23.758
CA-2015-148635,FUR-BO-10002213,"Sauder Forest Hills Library, Woodland Oak Finish",Furniture,Bookcases,140.98
CA-2015-148635,FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,Chairs,280.784
CA-2015-135685,FUR-FU-10001185,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Furniture,Furnishings,30.930000000000003
CA-2015-135685,FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Furniture,Tables,71.37
CA-2015-135685,FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Furniture,Tables,217.85
CA-2015-104626,FUR-CH-10003817,"Global Value Steno Chair, Gray",Furniture,Chairs,60.74
CA-2015-104626,FUR-FU-10000308,Deflect-o Glass Clear Studded Chair Mats,Furniture,Furnishings,62.18
CA-2016-160500,FUR-TA-10003748,Bevis 36 x 72 Conference Tables,Furniture,Tables,99.592
US-2014-112914,FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases,Furniture,Bookcases,150.2664
US-2014-125521,FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,Chairs,284.98
US-2016-162852,FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",Furniture,Chairs,105.686
CA-2017-157854,FUR-FU-10003832,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Furniture,Furnishings,9.38
CA-2016-136371,FUR-FU-10000409,"GE 4 Foot Flourescent Tube, 40 Watt",Furniture,Furnishings,14.98
CA-2016-136371,FUR-FU-10000221,"Master Caster Door Stop, Brown",Furniture,Furnishings,5.08
CA-2016-128594,FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,Furniture,Chairs,400.784
CA-2016-154690,FUR-CH-10000988,Hon Olson Stacker Stools,Furniture,Chairs,112.648
CA-2017-138975,FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Furniture,Bookcases,180.98
CA-2017-143861,FUR-FU-10001546,Dana Swing-Arm Lamps,Furniture,Furnishings,8.544
CA-2014-148040,FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,Furniture,Chairs,104.78399999999999
US-2016-167339,FUR-CH-10004289,Global Super Steno Chair,Furniture,Chairs,76.784
US-2016-167339,FUR-CH-10000785,Global Ergonomic Managers Chair,Furniture,Chairs,144.78400000000002
CA-2016-130799,FUR-FU-10001852,"Eldon Regeneration Recycled Desk Accessories, Smoke",Furniture,Furnishings,1.74
US-2016-159856,FUR-CH-10003396,Global Deluxe Steno Chair,Furniture,Chairs,61.584
CA-2014-142727,FUR-CH-10002304,"Global Stack Chair without Arms, Black",Furniture,Chairs,25.98
CA-2017-139913,FUR-FU-10000771,"Eldon 200 Class Desk Accessories, Smoke",Furniture,Furnishings,6.28
US-2015-114839,FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,Chairs,204.211
CA-2016-153577,FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,Furniture,Chairs,179.886
CA-2016-160129,FUR-FU-10002088,Nu-Dell Float Frame 11 x 14 1/2,Furniture,Furnishings,7.184
CA-2016-160129,FUR-FU-10003976,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",Furniture,Furnishings,10.063999999999998
CA-2014-157721,FUR-FU-10002116,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Furniture,Furnishings,70.71
CA-2017-128629,FUR-FU-10000771,"Eldon 200 Class Desk Accessories, Smoke",Furniture,Furnishings,6.28
CA-2017-143434,FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Furniture,Furnishings,4.94
CA-2015-168564,FUR-CH-10000785,Global Ergonomic Managers Chair,Furniture,Chairs,144.784
CA-2017-155880,FUR-CH-10000422,Global Highback Leather Tilter in Burgundy,Furniture,Chairs,90.99
CA-2017-155880,FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,Chairs,218.07999999999998
CA-2017-155880,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,122.99000000000001
CA-2017-126242,FUR-FU-10002685,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Furniture,Furnishings,18.7
CA-2016-166443,FUR-FU-10004020,Advantus Panel Wall Acrylic Frame,Furniture,Furnishings,5.47
CA-2017-169859,FUR-FU-10004963,"Eldon 400 Class Desk Accessories, Black Carbon",Furniture,Furnishings,8.75
CA-2017-134915,FUR-CH-10004875,Harbour Creations 67200 Series Stacking Chairs,Furniture,Chairs,56.944
CA-2017-134915,FUR-FU-10000305,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",Furniture,Furnishings,56.784
CA-2017-123638,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,63.882
CA-2017-137428,FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",Furniture,Chairs,40.784
CA-2017-137428,FUR-CH-10003817,"Global Value Steno Chair, Gray",Furniture,Chairs,48.592
CA-2017-137428,FUR-FU-10002445,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furniture,Furnishings,9.48
CA-2014-162866,FUR-FU-10001473,DAX Wood Document Frame,Furniture,Furnishings,5.492
CA-2017-167941,FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",Furniture,Furnishings,14.136
CA-2015-137512,FUR-TA-10001095,Chromcraft Round Conference Tables,Furniture,Tables,122.003
CA-2017-139773,FUR-CH-10001797,"Safco Chair Connectors, 6/Carton",Furniture,Chairs,26.936
CA-2014-109232,FUR-CH-10000422,Global Highback Leather Tilter in Burgundy,Furniture,Chairs,90.99000000000001
CA-2015-139850,FUR-FU-10003623,"DataProducts Ampli Magnifier Task Lamp, Black,",Furniture,Furnishings,21.648
CA-2014-131310,FUR-CH-10001797,"Safco Chair Connectors, 6/Carton",Furniture,Chairs,30.784
US-2014-112872,FUR-TA-10003238,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Furniture,Tables,275.49
CA-2016-139269,FUR-FU-10000755,Eldon Expressions Mahogany Wood Desk Collection,Furniture,Furnishings,6.24
CA-2014-138317,FUR-FU-10000550,Stacking Trays by OIC,Furniture,Furnishings,3.984
CA-2016-124772,FUR-FU-10004748,"Howard Miller 16"" Diameter Gallery Wall Clock",Furniture,Furnishings,63.94
US-2015-138919,FUR-TA-10004154,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",Furniture,Tables,172.11
US-2016-160528,FUR-FU-10004973,Flat Face Poster Frame,Furniture,Furnishings,7.5360000000000005
CA-2015-123568,FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",Furniture,Furnishings,22.23
CA-2017-124674,FUR-BO-10002202,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Furniture,Bookcases,163.8664
CA-2017-169054,FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Furniture,Furnishings,84.784
CA-2017-116855,FUR-CH-10003846,Hon Valutask Swivel Chairs,Furniture,Chairs,100.97999999999999
CA-2015-168480,FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,48.58
US-2016-114293,FUR-CH-10003833,Novimex Fabric Task Chair,Furniture,Chairs,48.784
US-2015-123960,FUR-FU-10004666,DAX Clear Channel Poster Frame,Furniture,Furnishings,14.58
CA-2017-101749,FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Furniture,Tables,57.096000000000004
US-2016-147991,FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",Furniture,Furnishings,3.344
CA-2017-149559,FUR-CH-10002320,Hon Pagoda Stacking Chairs,Furniture,Chairs,256.784
CA-2017-121419,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,Furniture,Tables,205.9
US-2017-148054,FUR-FU-10003247,36X48 HARDFLOOR CHAIRMAT,Furniture,Furnishings,20.98
CA-2017-131492,FUR-FU-10003878,"Linden 10"" Round Wall Clock, Black",Furniture,Furnishings,15.28
CA-2017-131492,FUR-TA-10003837,Anderson Hickey Conga Table Tops & Accessories,Furniture,Tables,12.184
CA-2014-119375,FUR-FU-10002379,Eldon Econocleat Chair Mats for Low Pile Carpets,Furniture,Furnishings,41.47
CA-2015-126137,FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Furniture,Bookcases,60.333
CA-2014-143903,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,Furniture,Furnishings,3.348
CA-2014-143903,FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,Furniture,Chairs,490.686
CA-2017-118773,FUR-FU-10000550,Stacking Trays by OIC,Furniture,Furnishings,1.992
US-2017-159205,FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,Furniture,Furnishings,12.2
CA-2017-135692,FUR-BO-10002268,Sauder Barrister Bookcases,Furniture,Bookcases,55.0664
CA-2017-131233,FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",Furniture,Bookcases,80.784
CA-2017-119578,FUR-BO-10003660,"Bush Cubix Collection Bookcases, Fully Assembled",Furniture,Bookcases,220.98
CA-2016-150350,FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,Furniture,Chairs,88.78399999999999
CA-2015-121720,FUR-CH-10003312,Hon 2090 ÒPillow SoftÓ Series Mid Back Swivel/Tilt Chairs,Furniture,Chairs,224.78400000000002
CA-2015-121720,FUR-FU-10003464,"Seth Thomas 8 1/2"" Cubicle Clock",Furniture,Furnishings,16.224
CA-2014-136399,FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",Furniture,Furnishings,22.23
CA-2014-136399,FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,Furniture,Chairs,120.784
CA-2014-107916,FUR-FU-10004586,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furniture,Furnishings,6.64
CA-2017-164168,FUR-FU-10001756,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furniture,Furnishings,7.616
US-2016-148110,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,49.686
CA-2017-131828,FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",Furniture,Chairs,240.784
CA-2015-147830,FUR-FU-10004091,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Furniture,Furnishings,37.552
CA-2015-139584,FUR-TA-10001539,Chromcraft Rectangular Conference Tables,Furniture,Tables,142.182
CA-2016-146682,FUR-FU-10002671,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furniture,Furnishings,13.4
CA-2016-138695,FUR-CH-10003833,Novimex Fabric Task Chair,Furniture,Chairs,48.784
US-2016-133879,FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",Furniture,Chairs,105.68599999999999
US-2017-132059,FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,Bookcases,90.294
CA-2017-105235,FUR-FU-10001487,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",Furniture,Furnishings,6.98
CA-2017-105235,FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",Furniture,Furnishings,29.34
CA-2014-164224,FUR-FU-10000308,Deflect-o Glass Clear Studded Chair Mats,Furniture,Furnishings,49.744
CA-2014-158372,FUR-FU-10000397,Luxo Economy Swing Arm Lamp,Furniture,Furnishings,19.94
CA-2014-158372,FUR-FU-10001867,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Furniture,Furnishings,10.64
CA-2017-131625,FUR-FU-10004960,"Seth Thomas 12"" Clock w/ Goldtone Case",Furniture,Furnishings,22.98
CA-2016-140746,FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",Furniture,Tables,181.797
US-2016-127971,FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,Chairs,63.686
US-2016-127971,FUR-FU-10000023,Eldon Wave Desk Accessories,Furniture,Furnishings,2.356
CA-2017-113355,FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,Furniture,Chairs,105.68599999999999
CA-2016-159730,FUR-CH-10004875,Harbour Creations 67200 Series Stacking Chairs,Furniture,Chairs,56.944
CA-2017-119389,FUR-FU-10001473,"Eldon Executive Woodline II Desk Accessories, Mahogany",Furniture,Furnishings,20.104
US-2016-161844,FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,Furniture,Tables,26.658
CA-2015-146038,FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",Furniture,Chairs,40.784
CA-2014-159478,FUR-FU-10000221,"Master Caster Door Stop, Brown",Furniture,Furnishings,5.08
CA-2014-106264,FUR-FU-10001852,"Eldon Regeneration Recycled Desk Accessories, Smoke",Furniture,Furnishings,1.74
US-2014-159926,FUR-FU-10001473,"Eldon Executive Woodline II Desk Accessories, Mahogany",Furniture,Furnishings,20.104
CA-2016-162747,FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",Furniture,Furnishings,12.35
US-2014-133130,FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,Furniture,Chairs,120.78399999999999
CA-2017-169978,FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,Furniture,Chairs,135.882
CA-2017-161739,FUR-FU-10001468,Tenex Antistatic Computer Chair Mats,Furniture,Furnishings,68.392
CA-2014-134551,FUR-CH-10004287,SAFCO Arco Folding Chair,Furniture,Chairs,220.96
CA-2015-120810,FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Furniture,Furnishings,42.94
CA-2017-122595,FUR-FU-10002963,"Master Caster Door Stop, Gray",Furniture,Furnishings,2.032
US-2017-109253,FUR-FU-10000193,Tenex Chairmats For Use with Hard Floors,Furniture,Furnishings,32.48
US-2017-109253,FUR-TA-10001539,Chromcraft Rectangular Conference Tables,Furniture,Tables,189.576
CA-2016-145982,FUR-TA-10001307,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Furniture,Tables,244.615
US-2014-134733,FUR-BO-10002916,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Furniture,Bookcases,145.333
US-2014-150434,FUR-TA-10004152,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Furniture,Tables,70.56
US-2015-142020,FUR-FU-10000672,"Executive Impressions 10"" Spectator Wall Clock",Furniture,Furnishings,11.76
CA-2016-130050,FUR-FU-10001940,Staple-based wall hangings,Furniture,Furnishings,3.1839999999999997
CA-2014-115161,FUR-BO-10003966,"Sauder Facets Collection Library, Sky Alder Finish",Furniture,Bookcases,145.333
CA-2015-115511,FUR-BO-10002598,"Hon Metal Bookcases, Putty",Furniture,Bookcases,70.98
CA-2015-161718,FUR-FU-10002445,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furniture,Furnishings,9.48
CA-2015-161718,FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair,Furniture,Chairs,72.882
CA-2015-161718,FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,Chairs,180.882
CA-2017-103156,FUR-FU-10000320,OIC Stacking Trays,Furniture,Furnishings,2.6719999999999997
CA-2015-130659,FUR-CH-10003535,"Global Armless Task Chair, Royal Blue",Furniture,Chairs,54.882
CA-2017-148404,FUR-TA-10001039,KI Adjustable-Height Table,Furniture,Tables,51.588
CA-2015-129700,FUR-FU-10001940,Staple-based wall hangings,Furniture,Furnishings,3.184
CA-2017-168739,FUR-FU-10003919,Eldon Executive Woodline II Cherry Finish Desk Accessories,Furniture,Furnishings,16.356
US-2014-150119,FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,Chairs,140.686
